cve_item,Concepto,publicacion,cve_periodo,Textbox3,Monto,Flujo_Mes
,            Por Títulos Conservados a Vencimiento,Ve por Más,201806,Año en Curso,0,0
,            Por Títulos Conservados a Vencimiento,Ve por Más,201805,Año en Curso,0,0
,            Por Títulos Conservados a Vencimiento,Ve por Más,201804,Año en Curso,0,0
,            Por Títulos Conservados a Vencimiento,Volkswagen Bank,201806,Año en Curso,0,0
,            Por Títulos Conservados a Vencimiento,Volkswagen Bank,201805,Año en Curso,0,0
,            Por Títulos Conservados a Vencimiento,Volkswagen Bank,201804,Año en Curso,0,0
,        Intereses y rendimientos a favor en operaciones de reporto,ABC Capital,201806,Año en Curso,4.98,0.65
,        Intereses y rendimientos a favor en operaciones de reporto,ABC Capital,201805,Año en Curso,4.33,0.7
,        Intereses y rendimientos a favor en operaciones de reporto,ABC Capital,201804,Año en Curso,3.64,0.88
,        Intereses y rendimientos a favor en operaciones de reporto,Accendo Banco,201806,Año en Curso,7.04,1.44
,        Intereses y rendimientos a favor en operaciones de reporto,Accendo Banco,201805,Año en Curso,5.6,1.17
,        Intereses y rendimientos a favor en operaciones de reporto,Accendo Banco,201804,Año en Curso,4.43,1.51
,        Intereses y rendimientos a favor en operaciones de reporto,Actinver,201806,Año en Curso,10.42,0.43
,        Intereses y rendimientos a favor en operaciones de reporto,Actinver,201805,Año en Curso,9.99,2.24
,        Intereses y rendimientos a favor en operaciones de reporto,Actinver,201804,Año en Curso,7.75,2.96
,        Intereses y rendimientos a favor en operaciones de reporto,Afirme,201806,Año en Curso,153.1,39.23
,        Intereses y rendimientos a favor en operaciones de reporto,Afirme,201805,Año en Curso,113.87,23.49
,        Intereses y rendimientos a favor en operaciones de reporto,Afirme,201804,Año en Curso,90.38,26.93
,        Intereses y rendimientos a favor en operaciones de reporto,American Express,201806,Año en Curso,51.08,8.65
,        Intereses y rendimientos a favor en operaciones de reporto,American Express,201805,Año en Curso,42.44,9.12
,        Intereses y rendimientos a favor en operaciones de reporto,American Express,201804,Año en Curso,33.31,10.88
,        Intereses y rendimientos a favor en operaciones de reporto,Autofin,201806,Año en Curso,3.92,0.17
,        Intereses y rendimientos a favor en operaciones de reporto,Autofin,201805,Año en Curso,3.75,1.34
,        Intereses y rendimientos a favor en operaciones de reporto,Autofin,201804,Año en Curso,2.41,0.51
,        Intereses y rendimientos a favor en operaciones de reporto,Banamex,201806,Año en Curso,"6,313.67","1,158.54"
,        Intereses y rendimientos a favor en operaciones de reporto,Banamex,201805,Año en Curso,"5,155.13","1,137.40"
,        Intereses y rendimientos a favor en operaciones de reporto,Banamex,201804,Año en Curso,"4,017.73",989.08
,        Intereses y rendimientos a favor en operaciones de reporto,Banamex Consolidado,201806,Año en Curso,"6,313.67","1,158.54"
,        Intereses y rendimientos a favor en operaciones de reporto,Banamex Consolidado,201805,Año en Curso,"5,155.13","1,137.40"
,        Intereses y rendimientos a favor en operaciones de reporto,Banamex Consolidado,201804,Año en Curso,"4,017.73",989.08
,        Intereses y rendimientos a favor en operaciones de reporto,Banca de Inversión y Otros Servicios,201806,Año en Curso,"1,794.55",275.57
,        Intereses y rendimientos a favor en operaciones de reporto,Banca de Inversión y Otros Servicios,201805,Año en Curso,"1,518.98",248.65
,        Intereses y rendimientos a favor en operaciones de reporto,Banca de Inversión y Otros Servicios,201804,Año en Curso,"1,270.33",339.49
,        Intereses y rendimientos a favor en operaciones de reporto,Banca de Inversión y Otros Servicios Consolidado,201806,Año en Curso,"1,794.55",275.57
,        Intereses y rendimientos a favor en operaciones de reporto,Banca de Inversión y Otros Servicios Consolidado,201805,Año en Curso,"1,518.98",248.65
,        Intereses y rendimientos a favor en operaciones de reporto,Banca de Inversión y Otros Servicios Consolidado,201804,Año en Curso,"1,270.33",339.49
,        Intereses y rendimientos a favor en operaciones de reporto,Banca Mifel,201806,Año en Curso,687.57,126.29
,        Intereses y rendimientos a favor en operaciones de reporto,Banca Mifel,201805,Año en Curso,561.28,129.58
,        Intereses y rendimientos a favor en operaciones de reporto,Banca Mifel,201804,Año en Curso,431.7,128.13
,        Intereses y rendimientos a favor en operaciones de reporto,Banco Ahorro Famsa,201806,Año en Curso,5.74,0.15
,        Intereses y rendimientos a favor en operaciones de reporto,Banco Ahorro Famsa,201805,Año en Curso,5.6,0.99
,        Intereses y rendimientos a favor en operaciones de reporto,Banco Ahorro Famsa,201804,Año en Curso,4.61,0.53
,        Intereses y rendimientos a favor en operaciones de reporto,Banco Azteca,201806,Año en Curso,689.77,158.41
,        Intereses y rendimientos a favor en operaciones de reporto,Banco Azteca,201805,Año en Curso,531.36,93.68
,        Intereses y rendimientos a favor en operaciones de reporto,Banco Azteca,201804,Año en Curso,437.68,121.15
,        Intereses y rendimientos a favor en operaciones de reporto,Banco Base,201806,Año en Curso,163.52,34.49
,        Intereses y rendimientos a favor en operaciones de reporto,Banco Base,201805,Año en Curso,129.03,36.73
,        Intereses y rendimientos a favor en operaciones de reporto,Banco Base,201804,Año en Curso,92.3,24.94
,        Intereses y rendimientos a favor en operaciones de reporto,Banco Bicentenario,201806,Año en Curso,,
,        Intereses y rendimientos a favor en operaciones de reporto,Banco Bicentenario,201805,Año en Curso,,
,        Intereses y rendimientos a favor en operaciones de reporto,Banco Bicentenario,201804,Año en Curso,,
,        Intereses y rendimientos a favor en operaciones de reporto,Banco del Bajío,201806,Año en Curso,205.45,33.98
,        Intereses y rendimientos a favor en operaciones de reporto,Banco del Bajío,201805,Año en Curso,171.47,31.34
,        Intereses y rendimientos a favor en operaciones de reporto,Banco del Bajío,201804,Año en Curso,140.13,20.95
,        Intereses y rendimientos a favor en operaciones de reporto,Banco Deuno,201806,Año en Curso,,
,        Intereses y rendimientos a favor en operaciones de reporto,Banco Deuno,201805,Año en Curso,,
,        Intereses y rendimientos a favor en operaciones de reporto,Banco Deuno,201804,Año en Curso,,
,        Intereses y rendimientos a favor en operaciones de reporto,Banco Wal-Mart,201806,Año en Curso,,
,        Intereses y rendimientos a favor en operaciones de reporto,Banco Wal-Mart,201805,Año en Curso,,
,        Intereses y rendimientos a favor en operaciones de reporto,Banco Wal-Mart,201804,Año en Curso,,
,        Intereses y rendimientos a favor en operaciones de reporto,BanCoppel,201806,Año en Curso,0,0
,        Intereses y rendimientos a favor en operaciones de reporto,BanCoppel,201805,Año en Curso,0,0
,        Intereses y rendimientos a favor en operaciones de reporto,BanCoppel,201804,Año en Curso,0,0
,        Intereses y rendimientos a favor en operaciones de reporto,Bancos Cambiarios,201806,Año en Curso,805.56,161.26
,        Intereses y rendimientos a favor en operaciones de reporto,Bancos Cambiarios,201805,Año en Curso,644.3,133.51
,        Intereses y rendimientos a favor en operaciones de reporto,Bancos Cambiarios,201804,Año en Curso,510.79,141.46
,        Intereses y rendimientos a favor en operaciones de reporto,Bancos Cambiarios Consolidado,201806,Año en Curso,805.56,161.26
,        Intereses y rendimientos a favor en operaciones de reporto,Bancos Cambiarios Consolidado,201805,Año en Curso,644.3,133.51
,        Intereses y rendimientos a favor en operaciones de reporto,Bancos Cambiarios Consolidado,201804,Año en Curso,510.79,141.46
,        Intereses y rendimientos a favor en operaciones de reporto,Bancrea,201806,Año en Curso,0,0
,        Intereses y rendimientos a favor en operaciones de reporto,Bancrea,201805,Año en Curso,0,0
,        Intereses y rendimientos a favor en operaciones de reporto,Bancrea,201804,Año en Curso,0,0
,        Intereses y rendimientos a favor en operaciones de reporto,Bank of America,201806,Año en Curso,267.45,16.03
,        Intereses y rendimientos a favor en operaciones de reporto,Bank of America,201805,Año en Curso,251.42,19.38
,        Intereses y rendimientos a favor en operaciones de reporto,Bank of America,201804,Año en Curso,232.04,67.2
,        Intereses y rendimientos a favor en operaciones de reporto,Bankaool,201806,Año en Curso,0,0
,        Intereses y rendimientos a favor en operaciones de reporto,Bankaool,201805,Año en Curso,0,0
,        Intereses y rendimientos a favor en operaciones de reporto,Bankaool,201804,Año en Curso,0,0
,        Intereses y rendimientos a favor en operaciones de reporto,Banorte,201806,Año en Curso,"1,516.09",397.8
,        Intereses y rendimientos a favor en operaciones de reporto,Banorte,201805,Año en Curso,"1,118.29",349.41
,        Intereses y rendimientos a favor en operaciones de reporto,Banorte,201804,Año en Curso,768.88,434.19
,        Intereses y rendimientos a favor en operaciones de reporto,Banregio,201806,Año en Curso,369.15,68.15
,        Intereses y rendimientos a favor en operaciones de reporto,Banregio,201805,Año en Curso,301,68.17
,        Intereses y rendimientos a favor en operaciones de reporto,Banregio,201804,Año en Curso,232.82,52.06
,        Intereses y rendimientos a favor en operaciones de reporto,Bansí,201806,Año en Curso,340.02,59.13
,        Intereses y rendimientos a favor en operaciones de reporto,Bansí,201805,Año en Curso,280.89,58.86
,        Intereses y rendimientos a favor en operaciones de reporto,Bansí,201804,Año en Curso,222.03,57.24
,        Intereses y rendimientos a favor en operaciones de reporto,Barclays,201806,Año en Curso,140.43,24.79
,        Intereses y rendimientos a favor en operaciones de reporto,Barclays,201805,Año en Curso,115.64,25.35
,        Intereses y rendimientos a favor en operaciones de reporto,Barclays,201804,Año en Curso,90.29,45.64
,        Intereses y rendimientos a favor en operaciones de reporto,BBVA Bancomer,201806,Año en Curso,774.86,138.22
,        Intereses y rendimientos a favor en operaciones de reporto,BBVA Bancomer,201805,Año en Curso,636.63,86.45
,        Intereses y rendimientos a favor en operaciones de reporto,BBVA Bancomer,201804,Año en Curso,550.19,129.65
,        Intereses y rendimientos a favor en operaciones de reporto,BTMU Mexico,201806,Año en Curso,159.54,37.17
,        Intereses y rendimientos a favor en operaciones de reporto,BTMU Mexico,201805,Año en Curso,122.37,35.19
,        Intereses y rendimientos a favor en operaciones de reporto,BTMU Mexico,201804,Año en Curso,87.18,23.56
,        Intereses y rendimientos a favor en operaciones de reporto,CI Banco Consolidado,201806,Año en Curso,291.32,58.22
,        Intereses y rendimientos a favor en operaciones de reporto,CI Banco Consolidado,201805,Año en Curso,233.09,53.51
,        Intereses y rendimientos a favor en operaciones de reporto,CI Banco Consolidado,201804,Año en Curso,179.59,65.6
,        Intereses y rendimientos a favor en operaciones de reporto,CIBanco,201806,Año en Curso,291.32,58.22
,        Intereses y rendimientos a favor en operaciones de reporto,CIBanco,201805,Año en Curso,233.09,53.51
,        Intereses y rendimientos a favor en operaciones de reporto,CIBanco,201804,Año en Curso,179.59,65.6
,        Intereses y rendimientos a favor en operaciones de reporto,Compartamos,201806,Año en Curso,0,0
,        Intereses y rendimientos a favor en operaciones de reporto,Compartamos,201805,Año en Curso,0,0
,        Intereses y rendimientos a favor en operaciones de reporto,Compartamos,201804,Año en Curso,0,0
,        Intereses y rendimientos a favor en operaciones de reporto,Consubanco,201806,Año en Curso,65.18,11.46
,        Intereses y rendimientos a favor en operaciones de reporto,Consubanco,201805,Año en Curso,53.72,10.77
,        Intereses y rendimientos a favor en operaciones de reporto,Consubanco,201804,Año en Curso,42.95,8.38
,        Intereses y rendimientos a favor en operaciones de reporto,Credit Suisse,201806,Año en Curso,291.09,54.29
,        Intereses y rendimientos a favor en operaciones de reporto,Credit Suisse,201805,Año en Curso,236.8,41.81
,        Intereses y rendimientos a favor en operaciones de reporto,Credit Suisse,201804,Año en Curso,194.99,39.83
,        Intereses y rendimientos a favor en operaciones de reporto,Deutsche Bank,201806,Año en Curso,0.66,0.11
,        Intereses y rendimientos a favor en operaciones de reporto,Deutsche Bank,201805,Año en Curso,0.55,0.08
,        Intereses y rendimientos a favor en operaciones de reporto,Deutsche Bank,201804,Año en Curso,0.47,0.01
,        Intereses y rendimientos a favor en operaciones de reporto,Dondé Banco,201806,Año en Curso,7.51,1.32
,        Intereses y rendimientos a favor en operaciones de reporto,Dondé Banco,201805,Año en Curso,6.2,1.16
,        Intereses y rendimientos a favor en operaciones de reporto,Dondé Banco,201804,Año en Curso,5.03,1.03
,        Intereses y rendimientos a favor en operaciones de reporto,Finterra,201806,Año en Curso,26.58,4.38
,        Intereses y rendimientos a favor en operaciones de reporto,Finterra,201805,Año en Curso,22.2,3.76
,        Intereses y rendimientos a favor en operaciones de reporto,Finterra,201804,Año en Curso,18.44,3.52
,        Intereses y rendimientos a favor en operaciones de reporto,Forjadores,201806,Año en Curso,0,0
,        Intereses y rendimientos a favor en operaciones de reporto,Forjadores,201805,Año en Curso,0,0
,        Intereses y rendimientos a favor en operaciones de reporto,Forjadores,201804,Año en Curso,0,0
,        Intereses y rendimientos a favor en operaciones de reporto,GE Money,201806,Año en Curso,,
,        Intereses y rendimientos a favor en operaciones de reporto,GE Money,201805,Año en Curso,,
,        Intereses y rendimientos a favor en operaciones de reporto,GE Money,201804,Año en Curso,,
,        Intereses y rendimientos a favor en operaciones de reporto,HSBC,201806,Año en Curso,924.27,181.15
,        Intereses y rendimientos a favor en operaciones de reporto,HSBC,201805,Año en Curso,743.12,143.33
,        Intereses y rendimientos a favor en operaciones de reporto,HSBC,201804,Año en Curso,599.8,122.93
,        Intereses y rendimientos a favor en operaciones de reporto,ICBC,201806,Año en Curso,0,0
,        Intereses y rendimientos a favor en operaciones de reporto,ICBC,201805,Año en Curso,0,0
,        Intereses y rendimientos a favor en operaciones de reporto,ICBC,201804,Año en Curso,0,0
,        Intereses y rendimientos a favor en operaciones de reporto,Inbursa,201806,Año en Curso,334.79,131.56
,        Intereses y rendimientos a favor en operaciones de reporto,Inbursa,201805,Año en Curso,203.23,22.42
,        Intereses y rendimientos a favor en operaciones de reporto,Inbursa,201804,Año en Curso,180.82,35.14
,        Intereses y rendimientos a favor en operaciones de reporto,Inbursa Consolidado,201806,Año en Curso,334.79,131.56
,        Intereses y rendimientos a favor en operaciones de reporto,Inbursa Consolidado,201805,Año en Curso,203.23,22.42
,        Intereses y rendimientos a favor en operaciones de reporto,Inbursa Consolidado,201804,Año en Curso,180.82,35.14
,        Intereses y rendimientos a favor en operaciones de reporto,ING,201806,Año en Curso,,
,        Intereses y rendimientos a favor en operaciones de reporto,ING,201805,Año en Curso,,
,        Intereses y rendimientos a favor en operaciones de reporto,ING,201804,Año en Curso,,
,        Intereses y rendimientos a favor en operaciones de reporto,Inmobiliario Mexicano,201806,Año en Curso,6.96,1.07
,        Intereses y rendimientos a favor en operaciones de reporto,Inmobiliario Mexicano,201805,Año en Curso,5.88,0.97
,        Intereses y rendimientos a favor en operaciones de reporto,Inmobiliario Mexicano,201804,Año en Curso,4.91,1.2
,        Intereses y rendimientos a favor en operaciones de reporto,Interacciones,201806,Año en Curso,79.7,10.2
,        Intereses y rendimientos a favor en operaciones de reporto,Interacciones,201805,Año en Curso,69.5,10.26
,        Intereses y rendimientos a favor en operaciones de reporto,Interacciones,201804,Año en Curso,59.24,13.39
,        Intereses y rendimientos a favor en operaciones de reporto,Intercam Banco,201806,Año en Curso,53.64,20.04
,        Intereses y rendimientos a favor en operaciones de reporto,Intercam Banco,201805,Año en Curso,33.6,5.26
,        Intereses y rendimientos a favor en operaciones de reporto,Intercam Banco,201804,Año en Curso,28.34,8.04
,        Intereses y rendimientos a favor en operaciones de reporto,Invex,201806,Año en Curso,306.78,53.55
,        Intereses y rendimientos a favor en operaciones de reporto,Invex,201805,Año en Curso,253.23,68.95
,        Intereses y rendimientos a favor en operaciones de reporto,Invex,201804,Año en Curso,184.28,48.96
,        Intereses y rendimientos a favor en operaciones de reporto,Ixe,201806,Año en Curso,,
,        Intereses y rendimientos a favor en operaciones de reporto,Ixe,201805,Año en Curso,,
,        Intereses y rendimientos a favor en operaciones de reporto,Ixe,201804,Año en Curso,,
,        Intereses y rendimientos a favor en operaciones de reporto,J.P. Morgan,201806,Año en Curso,615.27,85.06
,        Intereses y rendimientos a favor en operaciones de reporto,J.P. Morgan,201805,Año en Curso,530.21,68.24
,        Intereses y rendimientos a favor en operaciones de reporto,J.P. Morgan,201804,Año en Curso,461.97,109.78
,        Intereses y rendimientos a favor en operaciones de reporto,Mizuho Bank,201806,Año en Curso,41.58,10.69
,        Intereses y rendimientos a favor en operaciones de reporto,Mizuho Bank,201805,Año en Curso,30.89,8.77
,        Intereses y rendimientos a favor en operaciones de reporto,Mizuho Bank,201804,Año en Curso,22.12,5.43
,        Intereses y rendimientos a favor en operaciones de reporto,Monex,201806,Año en Curso,297.09,48.51
,        Intereses y rendimientos a favor en operaciones de reporto,Monex,201805,Año en Curso,248.58,38.01
,        Intereses y rendimientos a favor en operaciones de reporto,Monex,201804,Año en Curso,210.57,42.89
,        Intereses y rendimientos a favor en operaciones de reporto,Multiva,201806,Año en Curso,400.05,74.01
,        Intereses y rendimientos a favor en operaciones de reporto,Multiva,201805,Año en Curso,326.05,48.45
,        Intereses y rendimientos a favor en operaciones de reporto,Multiva,201804,Año en Curso,277.6,66.48
,        Intereses y rendimientos a favor en operaciones de reporto,Pagatodo,201806,Año en Curso,0.09,0
,        Intereses y rendimientos a favor en operaciones de reporto,Pagatodo,201805,Año en Curso,0.09,0
,        Intereses y rendimientos a favor en operaciones de reporto,Pagatodo,201804,Año en Curso,0.09,0
,        Intereses y rendimientos a favor en operaciones de reporto,Sabadell,201806,Año en Curso,0,0
,        Intereses y rendimientos a favor en operaciones de reporto,Sabadell,201805,Año en Curso,0,0
,        Intereses y rendimientos a favor en operaciones de reporto,Sabadell,201804,Año en Curso,0,0
,        Intereses y rendimientos a favor en operaciones de reporto,Santander,201806,Año en Curso,"3,280.97",525.54
,        Intereses y rendimientos a favor en operaciones de reporto,Santander,201805,Año en Curso,"2,755.44",606.41
,        Intereses y rendimientos a favor en operaciones de reporto,Santander,201804,Año en Curso,"2,149.02",655.18
,        Intereses y rendimientos a favor en operaciones de reporto,Scotiabank,201806,Año en Curso,"1,026.03",140.29
,        Intereses y rendimientos a favor en operaciones de reporto,Scotiabank,201805,Año en Curso,885.74,145.61
,        Intereses y rendimientos a favor en operaciones de reporto,Scotiabank,201804,Año en Curso,740.13,169.32
,        Intereses y rendimientos a favor en operaciones de reporto,Sistema  Consolidado,201806,Año en Curso,"19,939.75","3,718.88"
,        Intereses y rendimientos a favor en operaciones de reporto,Sistema  Consolidado,201805,Año en Curso,"16,220.87","3,391.13"
,        Intereses y rendimientos a favor en operaciones de reporto,Sistema  Consolidado,201804,Año en Curso,"12,829.74","3,537.50"
,        Intereses y rendimientos a favor en operaciones de reporto,The Bank of New York Mellon,201806,Año en Curso,,
,        Intereses y rendimientos a favor en operaciones de reporto,The Bank of New York Mellon,201805,Año en Curso,,
,        Intereses y rendimientos a favor en operaciones de reporto,The Bank of New York Mellon,201804,Año en Curso,,
,        Intereses y rendimientos a favor en operaciones de reporto,UBS,201806,Año en Curso,1.07,1.07
,        Intereses y rendimientos a favor en operaciones de reporto,UBS,201805,Año en Curso,,
,        Intereses y rendimientos a favor en operaciones de reporto,UBS,201804,Año en Curso,,
,        Intereses y rendimientos a favor en operaciones de reporto,Ve por Más,201806,Año en Curso,5.7,1.16
,        Intereses y rendimientos a favor en operaciones de reporto,Ve por Más,201805,Año en Curso,4.54,1.19
,        Intereses y rendimientos a favor en operaciones de reporto,Ve por Más,201804,Año en Curso,3.35,1.1
,        Intereses y rendimientos a favor en operaciones de reporto,Volkswagen Bank,201806,Año en Curso,0,0
,        Intereses y rendimientos a favor en operaciones de reporto,Volkswagen Bank,201805,Año en Curso,0,0
,        Intereses y rendimientos a favor en operaciones de reporto,Volkswagen Bank,201804,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,ABC Capital,201806,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,ABC Capital,201805,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,ABC Capital,201804,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Accendo Banco,201806,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Accendo Banco,201805,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Accendo Banco,201804,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Actinver,201806,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Actinver,201805,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Actinver,201804,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Afirme,201806,Año en Curso,60.62,0.82
,        Ingresos provenientes de operaciones de cobertura,Afirme,201805,Año en Curso,59.8,0.9
,        Ingresos provenientes de operaciones de cobertura,Afirme,201804,Año en Curso,58.9,2.51
,        Ingresos provenientes de operaciones de cobertura,American Express,201806,Año en Curso,,
,        Ingresos provenientes de operaciones de cobertura,American Express,201805,Año en Curso,,
,        Ingresos provenientes de operaciones de cobertura,American Express,201804,Año en Curso,,
,        Ingresos provenientes de operaciones de cobertura,Autofin,201806,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Autofin,201805,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Autofin,201804,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Banamex,201806,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Banamex,201805,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Banamex,201804,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Banamex Consolidado,201806,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Banamex Consolidado,201805,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Banamex Consolidado,201804,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Banca de Inversión y Otros Servicios,201806,Año en Curso,60.62,0.82
,        Ingresos provenientes de operaciones de cobertura,Banca de Inversión y Otros Servicios,201805,Año en Curso,59.8,0.9
,        Ingresos provenientes de operaciones de cobertura,Banca de Inversión y Otros Servicios,201804,Año en Curso,58.9,2.51
,        Ingresos provenientes de operaciones de cobertura,Banca de Inversión y Otros Servicios Consolidado,201806,Año en Curso,60.62,0.82
,        Ingresos provenientes de operaciones de cobertura,Banca de Inversión y Otros Servicios Consolidado,201805,Año en Curso,59.8,0.9
,        Ingresos provenientes de operaciones de cobertura,Banca de Inversión y Otros Servicios Consolidado,201804,Año en Curso,58.9,2.51
,        Ingresos provenientes de operaciones de cobertura,Banca Mifel,201806,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Banca Mifel,201805,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Banca Mifel,201804,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Banco Ahorro Famsa,201806,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Banco Ahorro Famsa,201805,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Banco Ahorro Famsa,201804,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Banco Azteca,201806,Año en Curso,335.11,55.7
,        Ingresos provenientes de operaciones de cobertura,Banco Azteca,201805,Año en Curso,279.42,59.09
,        Ingresos provenientes de operaciones de cobertura,Banco Azteca,201804,Año en Curso,220.33,59.77
,        Ingresos provenientes de operaciones de cobertura,Banco Base,201806,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Banco Base,201805,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Banco Base,201804,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Banco Bicentenario,201806,Año en Curso,,
,        Ingresos provenientes de operaciones de cobertura,Banco Bicentenario,201805,Año en Curso,,
,        Ingresos provenientes de operaciones de cobertura,Banco Bicentenario,201804,Año en Curso,,
,        Ingresos provenientes de operaciones de cobertura,Banco del Bajío,201806,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Banco del Bajío,201805,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Banco del Bajío,201804,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Banco Deuno,201806,Año en Curso,,
,        Ingresos provenientes de operaciones de cobertura,Banco Deuno,201805,Año en Curso,,
,        Ingresos provenientes de operaciones de cobertura,Banco Deuno,201804,Año en Curso,,
,        Ingresos provenientes de operaciones de cobertura,Banco Wal-Mart,201806,Año en Curso,,
,        Ingresos provenientes de operaciones de cobertura,Banco Wal-Mart,201805,Año en Curso,,
,        Ingresos provenientes de operaciones de cobertura,Banco Wal-Mart,201804,Año en Curso,,
,        Ingresos provenientes de operaciones de cobertura,BanCoppel,201806,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,BanCoppel,201805,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,BanCoppel,201804,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Bancos Cambiarios,201806,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Bancos Cambiarios,201805,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Bancos Cambiarios,201804,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Bancos Cambiarios Consolidado,201806,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Bancos Cambiarios Consolidado,201805,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Bancos Cambiarios Consolidado,201804,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Bancrea,201806,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Bancrea,201805,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Bancrea,201804,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Bank of America,201806,Año en Curso,,
,        Ingresos provenientes de operaciones de cobertura,Bank of America,201805,Año en Curso,,
,        Ingresos provenientes de operaciones de cobertura,Bank of America,201804,Año en Curso,,
,        Ingresos provenientes de operaciones de cobertura,Bankaool,201806,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Bankaool,201805,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Bankaool,201804,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Banorte,201806,Año en Curso,"3,262.48",530.95
,        Ingresos provenientes de operaciones de cobertura,Banorte,201805,Año en Curso,"2,731.53",547.83
,        Ingresos provenientes de operaciones de cobertura,Banorte,201804,Año en Curso,"2,183.70",556.74
,        Ingresos provenientes de operaciones de cobertura,Banregio,201806,Año en Curso,0.23,0.05
,        Ingresos provenientes de operaciones de cobertura,Banregio,201805,Año en Curso,0.18,0.09
,        Ingresos provenientes de operaciones de cobertura,Banregio,201804,Año en Curso,0.09,0.06
,        Ingresos provenientes de operaciones de cobertura,Bansí,201806,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Bansí,201805,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Bansí,201804,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Barclays,201806,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Barclays,201805,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,Barclays,201804,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,BBVA Bancomer,201806,Año en Curso,257.68,72.61
,        Ingresos provenientes de operaciones de cobertura,BBVA Bancomer,201805,Año en Curso,185.07,44.26
,        Ingresos provenientes de operaciones de cobertura,BBVA Bancomer,201804,Año en Curso,140.82,46.93
,        Ingresos provenientes de operaciones de cobertura,BTMU Mexico,201806,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,BTMU Mexico,201805,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,BTMU Mexico,201804,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,CI Banco Consolidado,201806,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,CI Banco Consolidado,201805,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,CI Banco Consolidado,201804,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,CIBanco,201806,Año en Curso,0,0
,        Ingresos provenientes de operaciones de cobertura,CIBanco,201805,Año en Curso,0,0
