cve_item,Concepto,publicacion,cve_periodo,Textbox3,Monto,Flujo_Mes,publicacion2,cve_periodo2,Textbox4,cve_item2,Concepto1,item_Importe2,Flujo_Mes1
,            Por Títulos Disponibles para la Venta,Invex,201806,Año en Curso,0,0,CI Banco Consolidado,201806,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,314.31,52.18
,            Por Títulos Disponibles para la Venta,Invex,201805,Año en Curso,0,0,CI Banco Consolidado,201805,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,262.13,50.18
,            Por Títulos Disponibles para la Venta,Invex,201804,Año en Curso,0,0,CI Banco Consolidado,201804,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,211.95,59.58
,            Por Títulos Disponibles para la Venta,Ixe,201806,Año en Curso,,,CI Banco Consolidado,201806,Año en Curso,,            Por Títulos para Negociar,270.56,45.79
,            Por Títulos Disponibles para la Venta,Ixe,201805,Año en Curso,,,CI Banco Consolidado,201805,Año en Curso,,            Por Títulos para Negociar,224.77,42.84
,            Por Títulos Disponibles para la Venta,Ixe,201804,Año en Curso,,,CI Banco Consolidado,201804,Año en Curso,,            Por Títulos para Negociar,181.93,52.05
,            Por Títulos Disponibles para la Venta,J.P. Morgan,201806,Año en Curso,0,0,CI Banco Consolidado,201806,Año en Curso,,            Por Títulos Disponibles para la Venta,0,0
,            Por Títulos Disponibles para la Venta,J.P. Morgan,201805,Año en Curso,0,0,CI Banco Consolidado,201805,Año en Curso,,            Por Títulos Disponibles para la Venta,0,0
,            Por Títulos Disponibles para la Venta,J.P. Morgan,201804,Año en Curso,0,0,CI Banco Consolidado,201804,Año en Curso,,            Por Títulos Disponibles para la Venta,0,0
,            Por Títulos Disponibles para la Venta,Mizuho Bank,201806,Año en Curso,0,0,CI Banco Consolidado,201806,Año en Curso,,            Por Títulos Conservados a Vencimiento,43.75,6.39
,            Por Títulos Disponibles para la Venta,Mizuho Bank,201805,Año en Curso,0,0,CI Banco Consolidado,201805,Año en Curso,,            Por Títulos Conservados a Vencimiento,37.36,7.34
,            Por Títulos Disponibles para la Venta,Mizuho Bank,201804,Año en Curso,0,0,CI Banco Consolidado,201804,Año en Curso,,            Por Títulos Conservados a Vencimiento,30.01,7.54
,            Por Títulos Disponibles para la Venta,Monex,201806,Año en Curso,1.59,0.43,CI Banco Consolidado,201806,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,291.32,58.22
,            Por Títulos Disponibles para la Venta,Monex,201805,Año en Curso,1.16,0.54,CI Banco Consolidado,201805,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,233.09,53.51
,            Por Títulos Disponibles para la Venta,Monex,201804,Año en Curso,0.62,0.46,CI Banco Consolidado,201804,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,179.59,65.6
,            Por Títulos Disponibles para la Venta,Multiva,201806,Año en Curso,0,0,CI Banco Consolidado,201806,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,0,0
,            Por Títulos Disponibles para la Venta,Multiva,201805,Año en Curso,0,0,CI Banco Consolidado,201805,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,0,0
,            Por Títulos Disponibles para la Venta,Multiva,201804,Año en Curso,0,0,CI Banco Consolidado,201804,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,0,0
,            Por Títulos Disponibles para la Venta,Pagatodo,201806,Año en Curso,0,0,CI Banco Consolidado,201806,Año en Curso,,        Intereses de Cartera de Crédito Vigente,597.61,105.79
,            Por Títulos Disponibles para la Venta,Pagatodo,201805,Año en Curso,0,0,CI Banco Consolidado,201805,Año en Curso,,        Intereses de Cartera de Crédito Vigente,491.82,104.05
,            Por Títulos Disponibles para la Venta,Pagatodo,201804,Año en Curso,0,0,CI Banco Consolidado,201804,Año en Curso,,        Intereses de Cartera de Crédito Vigente,387.76,100.06
,            Por Títulos Disponibles para la Venta,Sabadell,201806,Año en Curso,26.4,7.07,CI Banco Consolidado,201806,Año en Curso,,            Créditos Comerciales,188.67,34.71
,            Por Títulos Disponibles para la Venta,Sabadell,201805,Año en Curso,19.33,6.52,CI Banco Consolidado,201805,Año en Curso,,            Créditos Comerciales,153.97,32.9
,            Por Títulos Disponibles para la Venta,Sabadell,201804,Año en Curso,12.81,6.13,CI Banco Consolidado,201804,Año en Curso,,            Créditos Comerciales,121.06,31.53
,            Por Títulos Disponibles para la Venta,Santander,201806,Año en Curso,"5,184.74",843.44,CI Banco Consolidado,201806,Año en Curso,,                Actividad empresarial o comercial,162.93,30.74
,            Por Títulos Disponibles para la Venta,Santander,201805,Año en Curso,"4,341.30",940.43,CI Banco Consolidado,201805,Año en Curso,,                Actividad empresarial o comercial,132.19,28.41
,            Por Títulos Disponibles para la Venta,Santander,201804,Año en Curso,"3,400.87",906.32,CI Banco Consolidado,201804,Año en Curso,,                Actividad empresarial o comercial,103.78,27.02
,            Por Títulos Disponibles para la Venta,Scotiabank,201806,Año en Curso,"1,244.80",195.73,CIBanco,201806,Año en Curso,,    Ingresos por intereses,"1,325.81",231.81
,            Por Títulos Disponibles para la Venta,Scotiabank,201805,Año en Curso,"1,049.07",201.01,CIBanco,201805,Año en Curso,,    Ingresos por intereses,"1,094.00",238.88
,            Por Títulos Disponibles para la Venta,Scotiabank,201804,Año en Curso,848.05,194.95,CIBanco,201804,Año en Curso,,    Ingresos por intereses,855.12,242.44
,            Por Títulos Disponibles para la Venta,Sistema  Consolidado,201806,Año en Curso,"20,233.76","3,359.60",CIBanco,201806,Año en Curso,,        Intereses de disponibilidades,101.65,13.38
,            Por Títulos Disponibles para la Venta,Sistema  Consolidado,201805,Año en Curso,"16,874.16","3,521.20",CIBanco,201805,Año en Curso,,        Intereses de disponibilidades,88.27,23.24
,            Por Títulos Disponibles para la Venta,Sistema  Consolidado,201804,Año en Curso,"13,352.96","3,530.75",CIBanco,201804,Año en Curso,,        Intereses de disponibilidades,65.03,13.44
,            Por Títulos Disponibles para la Venta,The Bank of New York Mellon,201806,Año en Curso,,,CIBanco,201806,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,0,0
,            Por Títulos Disponibles para la Venta,The Bank of New York Mellon,201805,Año en Curso,,,CIBanco,201805,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,0,0
,            Por Títulos Disponibles para la Venta,The Bank of New York Mellon,201804,Año en Curso,,,CIBanco,201804,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,0,0
,            Por Títulos Disponibles para la Venta,UBS,201806,Año en Curso,0,0,CIBanco,201806,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,314.31,52.18
,            Por Títulos Disponibles para la Venta,UBS,201805,Año en Curso,,,CIBanco,201805,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,262.13,50.18
,            Por Títulos Disponibles para la Venta,UBS,201804,Año en Curso,,,CIBanco,201804,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,211.95,59.58
,            Por Títulos Disponibles para la Venta,Ve por Más,201806,Año en Curso,424.54,61.1,CIBanco,201806,Año en Curso,,            Por Títulos para Negociar,270.56,45.79
,            Por Títulos Disponibles para la Venta,Ve por Más,201805,Año en Curso,363.44,97.22,CIBanco,201805,Año en Curso,,            Por Títulos para Negociar,224.77,42.84
,            Por Títulos Disponibles para la Venta,Ve por Más,201804,Año en Curso,266.22,80.52,CIBanco,201804,Año en Curso,,            Por Títulos para Negociar,181.93,52.05
,            Por Títulos Disponibles para la Venta,Volkswagen Bank,201806,Año en Curso,0,0,CIBanco,201806,Año en Curso,,            Por Títulos Disponibles para la Venta,0,0
,            Por Títulos Disponibles para la Venta,Volkswagen Bank,201805,Año en Curso,0,0,CIBanco,201805,Año en Curso,,            Por Títulos Disponibles para la Venta,0,0
,            Por Títulos Disponibles para la Venta,Volkswagen Bank,201804,Año en Curso,0,0,CIBanco,201804,Año en Curso,,            Por Títulos Disponibles para la Venta,0,0
,            Por Títulos Conservados a Vencimiento,ABC Capital,201806,Año en Curso,0,0,CIBanco,201806,Año en Curso,,            Por Títulos Conservados a Vencimiento,43.75,6.39
,            Por Títulos Conservados a Vencimiento,ABC Capital,201805,Año en Curso,0,0,CIBanco,201805,Año en Curso,,            Por Títulos Conservados a Vencimiento,37.36,7.34
,            Por Títulos Conservados a Vencimiento,ABC Capital,201804,Año en Curso,0,0,CIBanco,201804,Año en Curso,,            Por Títulos Conservados a Vencimiento,30.01,7.54
,            Por Títulos Conservados a Vencimiento,Accendo Banco,201806,Año en Curso,0,0,CIBanco,201806,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,291.32,58.22
,            Por Títulos Conservados a Vencimiento,Accendo Banco,201805,Año en Curso,0,0,CIBanco,201805,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,233.09,53.51
,            Por Títulos Conservados a Vencimiento,Accendo Banco,201804,Año en Curso,0,0,CIBanco,201804,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,179.59,65.6
,            Por Títulos Conservados a Vencimiento,Actinver,201806,Año en Curso,0,0,CIBanco,201806,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,0,0
,            Por Títulos Conservados a Vencimiento,Actinver,201805,Año en Curso,0,0,CIBanco,201805,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,0,0
,            Por Títulos Conservados a Vencimiento,Actinver,201804,Año en Curso,0,0,CIBanco,201804,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,0,0
,            Por Títulos Conservados a Vencimiento,Afirme,201806,Año en Curso,0,0,CIBanco,201806,Año en Curso,,        Intereses de Cartera de Crédito Vigente,583.57,103.42
,            Por Títulos Conservados a Vencimiento,Afirme,201805,Año en Curso,0,0,CIBanco,201805,Año en Curso,,        Intereses de Cartera de Crédito Vigente,480.14,101.65
,            Por Títulos Conservados a Vencimiento,Afirme,201804,Año en Curso,0,0,CIBanco,201804,Año en Curso,,        Intereses de Cartera de Crédito Vigente,378.49,97.82
,            Por Títulos Conservados a Vencimiento,American Express,201806,Año en Curso,,,CIBanco,201806,Año en Curso,,            Créditos Comerciales,211.9,38.55
,            Por Títulos Conservados a Vencimiento,American Express,201805,Año en Curso,,,CIBanco,201805,Año en Curso,,            Créditos Comerciales,173.35,37.01
,            Por Títulos Conservados a Vencimiento,American Express,201804,Año en Curso,,,CIBanco,201804,Año en Curso,,            Créditos Comerciales,136.34,35.05
,            Por Títulos Conservados a Vencimiento,Autofin,201806,Año en Curso,0,0,CIBanco,201806,Año en Curso,,                Actividad empresarial o comercial,162.93,30.74
,            Por Títulos Conservados a Vencimiento,Autofin,201805,Año en Curso,0,0,CIBanco,201805,Año en Curso,,                Actividad empresarial o comercial,132.19,28.41
,            Por Títulos Conservados a Vencimiento,Autofin,201804,Año en Curso,0,0,CIBanco,201804,Año en Curso,,                Actividad empresarial o comercial,103.78,27.02
,            Por Títulos Conservados a Vencimiento,Banamex,201806,Año en Curso,751.96,151.23,Compartamos,201806,Año en Curso,,    Ingresos por intereses,"8,144.12","1,364.36"
,            Por Títulos Conservados a Vencimiento,Banamex,201805,Año en Curso,600.73,113.1,Compartamos,201805,Año en Curso,,    Ingresos por intereses,"6,779.76","1,377.42"
,            Por Títulos Conservados a Vencimiento,Banamex,201804,Año en Curso,487.62,160.95,Compartamos,201804,Año en Curso,,    Ingresos por intereses,"5,402.34","1,335.95"
,            Por Títulos Conservados a Vencimiento,Banamex Consolidado,201806,Año en Curso,751.96,151.23,Compartamos,201806,Año en Curso,,        Intereses de disponibilidades,47.98,17.14
,            Por Títulos Conservados a Vencimiento,Banamex Consolidado,201805,Año en Curso,600.73,113.1,Compartamos,201805,Año en Curso,,        Intereses de disponibilidades,30.84,5.68
,            Por Títulos Conservados a Vencimiento,Banamex Consolidado,201804,Año en Curso,487.62,160.95,Compartamos,201804,Año en Curso,,        Intereses de disponibilidades,25.16,6.31
,            Por Títulos Conservados a Vencimiento,Banca de Inversión y Otros Servicios,201806,Año en Curso,3.01,0,Compartamos,201806,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,0,0
,            Por Títulos Conservados a Vencimiento,Banca de Inversión y Otros Servicios,201805,Año en Curso,3.01,0.23,Compartamos,201805,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,0,0
,            Por Títulos Conservados a Vencimiento,Banca de Inversión y Otros Servicios,201804,Año en Curso,2.78,0.66,Compartamos,201804,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,0,0
,            Por Títulos Conservados a Vencimiento,Banca de Inversión y Otros Servicios Consolidado,201806,Año en Curso,3.01,0,Compartamos,201806,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,0.08,0.08
,            Por Títulos Conservados a Vencimiento,Banca de Inversión y Otros Servicios Consolidado,201805,Año en Curso,3.01,0.23,Compartamos,201805,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,0,0
,            Por Títulos Conservados a Vencimiento,Banca de Inversión y Otros Servicios Consolidado,201804,Año en Curso,2.78,0.66,Compartamos,201804,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,0,0
,            Por Títulos Conservados a Vencimiento,Banca Mifel,201806,Año en Curso,7.78,0.78,Compartamos,201806,Año en Curso,,            Por Títulos para Negociar,0,0
,            Por Títulos Conservados a Vencimiento,Banca Mifel,201805,Año en Curso,7,0.81,Compartamos,201805,Año en Curso,,            Por Títulos para Negociar,0,0
,            Por Títulos Conservados a Vencimiento,Banca Mifel,201804,Año en Curso,6.19,0.78,Compartamos,201804,Año en Curso,,            Por Títulos para Negociar,0,0
,            Por Títulos Conservados a Vencimiento,Banco Ahorro Famsa,201806,Año en Curso,0,0,Compartamos,201806,Año en Curso,,            Por Títulos Disponibles para la Venta,0.08,0.08
,            Por Títulos Conservados a Vencimiento,Banco Ahorro Famsa,201805,Año en Curso,0,0,Compartamos,201805,Año en Curso,,            Por Títulos Disponibles para la Venta,0,0
,            Por Títulos Conservados a Vencimiento,Banco Ahorro Famsa,201804,Año en Curso,0,0,Compartamos,201804,Año en Curso,,            Por Títulos Disponibles para la Venta,0,0
,            Por Títulos Conservados a Vencimiento,Banco Azteca,201806,Año en Curso,12.41,2.18,Compartamos,201806,Año en Curso,,            Por Títulos Conservados a Vencimiento,0,0
,            Por Títulos Conservados a Vencimiento,Banco Azteca,201805,Año en Curso,10.23,2.24,Compartamos,201805,Año en Curso,,            Por Títulos Conservados a Vencimiento,0,0
,            Por Títulos Conservados a Vencimiento,Banco Azteca,201804,Año en Curso,7.99,2.05,Compartamos,201804,Año en Curso,,            Por Títulos Conservados a Vencimiento,0,0
,            Por Títulos Conservados a Vencimiento,Banco Base,201806,Año en Curso,0,0,Compartamos,201806,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,0,0
,            Por Títulos Conservados a Vencimiento,Banco Base,201805,Año en Curso,0,0,Compartamos,201805,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,0,0
,            Por Títulos Conservados a Vencimiento,Banco Base,201804,Año en Curso,0,0,Compartamos,201804,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,0,0
,            Por Títulos Conservados a Vencimiento,Banco Bicentenario,201806,Año en Curso,,,Compartamos,201806,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,0,0
,            Por Títulos Conservados a Vencimiento,Banco Bicentenario,201805,Año en Curso,,,Compartamos,201805,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,0,0
,            Por Títulos Conservados a Vencimiento,Banco Bicentenario,201804,Año en Curso,,,Compartamos,201804,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,0,0
,            Por Títulos Conservados a Vencimiento,Banco del Bajío,201806,Año en Curso,9.42,2.31,Compartamos,201806,Año en Curso,,        Intereses de Cartera de Crédito Vigente,"8,094.46","1,346.90"
,            Por Títulos Conservados a Vencimiento,Banco del Bajío,201805,Año en Curso,7.11,2.54,Compartamos,201805,Año en Curso,,        Intereses de Cartera de Crédito Vigente,"6,747.56","1,371.54"
,            Por Títulos Conservados a Vencimiento,Banco del Bajío,201804,Año en Curso,4.57,0.42,Compartamos,201804,Año en Curso,,        Intereses de Cartera de Crédito Vigente,"5,376.03","1,329.55"
,            Por Títulos Conservados a Vencimiento,Banco Deuno,201806,Año en Curso,,,Compartamos,201806,Año en Curso,,            Créditos Comerciales,4.42,4.42
,            Por Títulos Conservados a Vencimiento,Banco Deuno,201805,Año en Curso,,,Compartamos,201805,Año en Curso,,            Créditos Comerciales,0,0
,            Por Títulos Conservados a Vencimiento,Banco Deuno,201804,Año en Curso,,,Compartamos,201804,Año en Curso,,            Créditos Comerciales,0,0
,            Por Títulos Conservados a Vencimiento,Banco Wal-Mart,201806,Año en Curso,,,Compartamos,201806,Año en Curso,,                Actividad empresarial o comercial,0,0
,            Por Títulos Conservados a Vencimiento,Banco Wal-Mart,201805,Año en Curso,,,Compartamos,201805,Año en Curso,,                Actividad empresarial o comercial,0,0
,            Por Títulos Conservados a Vencimiento,Banco Wal-Mart,201804,Año en Curso,,,Compartamos,201804,Año en Curso,,                Actividad empresarial o comercial,0,0
,            Por Títulos Conservados a Vencimiento,BanCoppel,201806,Año en Curso,260.66,40.17,Consubanco,201806,Año en Curso,,    Ingresos por intereses,"1,314.29",223.66
,            Por Títulos Conservados a Vencimiento,BanCoppel,201805,Año en Curso,220.49,47.63,Consubanco,201805,Año en Curso,,    Ingresos por intereses,"1,090.63",222.44
,            Por Títulos Conservados a Vencimiento,BanCoppel,201804,Año en Curso,172.86,52.71,Consubanco,201804,Año en Curso,,    Ingresos por intereses,868.19,219.72
,            Por Títulos Conservados a Vencimiento,Bancos Cambiarios,201806,Año en Curso,43.75,6.39,Consubanco,201806,Año en Curso,,        Intereses de disponibilidades,26.73,4.43
,            Por Títulos Conservados a Vencimiento,Bancos Cambiarios,201805,Año en Curso,37.36,6.48,Consubanco,201805,Año en Curso,,        Intereses de disponibilidades,22.3,4.06
,            Por Títulos Conservados a Vencimiento,Bancos Cambiarios,201804,Año en Curso,30.88,8.4,Consubanco,201804,Año en Curso,,        Intereses de disponibilidades,18.24,7.29
,            Por Títulos Conservados a Vencimiento,Bancos Cambiarios Consolidado,201806,Año en Curso,43.75,6.39,Consubanco,201806,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,0,0
,            Por Títulos Conservados a Vencimiento,Bancos Cambiarios Consolidado,201805,Año en Curso,37.36,6.48,Consubanco,201805,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,0,0
,            Por Títulos Conservados a Vencimiento,Bancos Cambiarios Consolidado,201804,Año en Curso,30.88,8.4,Consubanco,201804,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,0,0
,            Por Títulos Conservados a Vencimiento,Bancrea,201806,Año en Curso,44.29,8.82,Consubanco,201806,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,0.92,0.8
,            Por Títulos Conservados a Vencimiento,Bancrea,201805,Año en Curso,35.46,9.21,Consubanco,201805,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,0.12,0.12
,            Por Títulos Conservados a Vencimiento,Bancrea,201804,Año en Curso,26.25,7.21,Consubanco,201804,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,0,0
,            Por Títulos Conservados a Vencimiento,Bank of America,201806,Año en Curso,,,Consubanco,201806,Año en Curso,,            Por Títulos para Negociar,0.92,0.8
,            Por Títulos Conservados a Vencimiento,Bank of America,201805,Año en Curso,,,Consubanco,201805,Año en Curso,,            Por Títulos para Negociar,0.12,0.12
,            Por Títulos Conservados a Vencimiento,Bank of America,201804,Año en Curso,,,Consubanco,201804,Año en Curso,,            Por Títulos para Negociar,0,0
,            Por Títulos Conservados a Vencimiento,Bankaool,201806,Año en Curso,0,0,Consubanco,201806,Año en Curso,,            Por Títulos Disponibles para la Venta,0,0
,            Por Títulos Conservados a Vencimiento,Bankaool,201805,Año en Curso,0,0,Consubanco,201805,Año en Curso,,            Por Títulos Disponibles para la Venta,0,0
,            Por Títulos Conservados a Vencimiento,Bankaool,201804,Año en Curso,0,0,Consubanco,201804,Año en Curso,,            Por Títulos Disponibles para la Venta,0,0
,            Por Títulos Conservados a Vencimiento,Banorte,201806,Año en Curso,241.85,38.24,Consubanco,201806,Año en Curso,,            Por Títulos Conservados a Vencimiento,0,0
,            Por Títulos Conservados a Vencimiento,Banorte,201805,Año en Curso,203.61,31.01,Consubanco,201805,Año en Curso,,            Por Títulos Conservados a Vencimiento,0,0
,            Por Títulos Conservados a Vencimiento,Banorte,201804,Año en Curso,172.6,36.65,Consubanco,201804,Año en Curso,,            Por Títulos Conservados a Vencimiento,0,0
,            Por Títulos Conservados a Vencimiento,Banregio,201806,Año en Curso,2.48,0,Consubanco,201806,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,65.18,11.46
,            Por Títulos Conservados a Vencimiento,Banregio,201805,Año en Curso,2.48,0,Consubanco,201805,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,53.72,10.77
,            Por Títulos Conservados a Vencimiento,Banregio,201804,Año en Curso,2.48,0,Consubanco,201804,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,42.95,8.38
,            Por Títulos Conservados a Vencimiento,Bansí,201806,Año en Curso,0,0,Consubanco,201806,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,0,0
,            Por Títulos Conservados a Vencimiento,Bansí,201805,Año en Curso,0,0,Consubanco,201805,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,0,0
,            Por Títulos Conservados a Vencimiento,Bansí,201804,Año en Curso,0,0,Consubanco,201804,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,0,0
,            Por Títulos Conservados a Vencimiento,Barclays,201806,Año en Curso,0,0,Consubanco,201806,Año en Curso,,        Intereses de Cartera de Crédito Vigente,"1,221.45",206.97
,            Por Títulos Conservados a Vencimiento,Barclays,201805,Año en Curso,0,0,Consubanco,201805,Año en Curso,,        Intereses de Cartera de Crédito Vigente,"1,014.48",207.49
,            Por Títulos Conservados a Vencimiento,Barclays,201804,Año en Curso,0,0,Consubanco,201804,Año en Curso,,        Intereses de Cartera de Crédito Vigente,807,204.04
,            Por Títulos Conservados a Vencimiento,BBVA Bancomer,201806,Año en Curso,559.63,103.08,Consubanco,201806,Año en Curso,,            Créditos Comerciales,15.12,2.52
,            Por Títulos Conservados a Vencimiento,BBVA Bancomer,201805,Año en Curso,456.55,95.53,Consubanco,201805,Año en Curso,,            Créditos Comerciales,12.6,2.6
,            Por Títulos Conservados a Vencimiento,BBVA Bancomer,201804,Año en Curso,361.03,92.96,Consubanco,201804,Año en Curso,,            Créditos Comerciales,10,2.51
,            Por Títulos Conservados a Vencimiento,BTMU Mexico,201806,Año en Curso,0,0,Consubanco,201806,Año en Curso,,                Actividad empresarial o comercial,15.12,2.52
,            Por Títulos Conservados a Vencimiento,BTMU Mexico,201805,Año en Curso,0,0,Consubanco,201805,Año en Curso,,                Actividad empresarial o comercial,12.6,2.6
,            Por Títulos Conservados a Vencimiento,BTMU Mexico,201804,Año en Curso,0,0,Consubanco,201804,Año en Curso,,                Actividad empresarial o comercial,10,2.51
,            Por Títulos Conservados a Vencimiento,CI Banco Consolidado,201806,Año en Curso,43.75,6.39,Credit Suisse,201806,Año en Curso,,    Ingresos por intereses,469.38,87.34
,            Por Títulos Conservados a Vencimiento,CI Banco Consolidado,201805,Año en Curso,37.36,7.34,Credit Suisse,201805,Año en Curso,,    Ingresos por intereses,382.05,67.86
,            Por Títulos Conservados a Vencimiento,CI Banco Consolidado,201804,Año en Curso,30.01,7.54,Credit Suisse,201804,Año en Curso,,    Ingresos por intereses,314.19,73.51
,            Por Títulos Conservados a Vencimiento,CIBanco,201806,Año en Curso,43.75,6.39,Credit Suisse,201806,Año en Curso,,        Intereses de disponibilidades,8.69,0.6
,            Por Títulos Conservados a Vencimiento,CIBanco,201805,Año en Curso,37.36,7.34,Credit Suisse,201805,Año en Curso,,        Intereses de disponibilidades,8.09,1.36
,            Por Títulos Conservados a Vencimiento,CIBanco,201804,Año en Curso,30.01,7.54,Credit Suisse,201804,Año en Curso,,        Intereses de disponibilidades,6.74,0.9
,            Por Títulos Conservados a Vencimiento,Compartamos,201806,Año en Curso,0,0,Credit Suisse,201806,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,0,0
,            Por Títulos Conservados a Vencimiento,Compartamos,201805,Año en Curso,0,0,Credit Suisse,201805,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,0,0
,            Por Títulos Conservados a Vencimiento,Compartamos,201804,Año en Curso,0,0,Credit Suisse,201804,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,0,0
,            Por Títulos Conservados a Vencimiento,Consubanco,201806,Año en Curso,0,0,Credit Suisse,201806,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,135.92,25.44
,            Por Títulos Conservados a Vencimiento,Consubanco,201805,Año en Curso,0,0,Credit Suisse,201805,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,110.48,18.15
,            Por Títulos Conservados a Vencimiento,Consubanco,201804,Año en Curso,0,0,Credit Suisse,201804,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,92.33,27.29
,            Por Títulos Conservados a Vencimiento,Credit Suisse,201806,Año en Curso,0,0,Credit Suisse,201806,Año en Curso,,            Por Títulos para Negociar,135.92,25.44
,            Por Títulos Conservados a Vencimiento,Credit Suisse,201805,Año en Curso,0,0,Credit Suisse,201805,Año en Curso,,            Por Títulos para Negociar,110.48,18.15
,            Por Títulos Conservados a Vencimiento,Credit Suisse,201804,Año en Curso,0,0,Credit Suisse,201804,Año en Curso,,            Por Títulos para Negociar,92.33,27.29
,            Por Títulos Conservados a Vencimiento,Deutsche Bank,201806,Año en Curso,0,0,Credit Suisse,201806,Año en Curso,,            Por Títulos Disponibles para la Venta,0,0
,            Por Títulos Conservados a Vencimiento,Deutsche Bank,201805,Año en Curso,0,0,Credit Suisse,201805,Año en Curso,,            Por Títulos Disponibles para la Venta,0,0
,            Por Títulos Conservados a Vencimiento,Deutsche Bank,201804,Año en Curso,0,0,Credit Suisse,201804,Año en Curso,,            Por Títulos Disponibles para la Venta,0,0
,            Por Títulos Conservados a Vencimiento,Dondé Banco,201806,Año en Curso,0,0,Credit Suisse,201806,Año en Curso,,            Por Títulos Conservados a Vencimiento,0,0
,            Por Títulos Conservados a Vencimiento,Dondé Banco,201805,Año en Curso,0,0,Credit Suisse,201805,Año en Curso,,            Por Títulos Conservados a Vencimiento,0,0
,            Por Títulos Conservados a Vencimiento,Dondé Banco,201804,Año en Curso,0,0,Credit Suisse,201804,Año en Curso,,            Por Títulos Conservados a Vencimiento,0,0
,            Por Títulos Conservados a Vencimiento,Finterra,201806,Año en Curso,0,0,Credit Suisse,201806,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,291.09,54.29
,            Por Títulos Conservados a Vencimiento,Finterra,201805,Año en Curso,0,0,Credit Suisse,201805,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,236.8,41.81
,            Por Títulos Conservados a Vencimiento,Finterra,201804,Año en Curso,0,0,Credit Suisse,201804,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,194.99,39.83
,            Por Títulos Conservados a Vencimiento,Forjadores,201806,Año en Curso,0,0,Credit Suisse,201806,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,0,0
,            Por Títulos Conservados a Vencimiento,Forjadores,201805,Año en Curso,0,0,Credit Suisse,201805,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,0,0
